,STATE,CONSTITUENCY,NAME,PARTY,SYMBOL,CRIMINAL CASES,CATEGORY,EDUCATION,ASSETS,LIABILITIES,WINNER,AGE,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,OVER TOTAL ELECTORS IN CONSTITUENCY,OVER TOTAL VOTES POLLED IN CONSTITUENCY,TOTAL ELECTORS,GENDER
1300,Maharashtra,MADHA,Sanjaymama Vitthalrao Shinde,NCP,Clock,1,GENERAL,Graduate,493306415,112417440,0.0,50.0,498441.0,2109.0,500550.0,26.21265266,41.10203207,1909574.0,MALE
1301,Maharashtra,MADHA,Adv. Vijayrao More,VBA,Key,1,GENERAL,Graduate Professional,19159126,1606630,0.0,78.0,51349.0,183.0,51532.0,2.698612361,4.231485199,1909574.0,MALE
1302,Maharashtra,MADHA,Daulat Umaji Shitole,IND,Tent,0,GENERAL,Literate,62512874,112981121,0.0,43.0,12859.0,10.0,12869.0,0.673919942,1.056721708,1909574.0,MALE
1303,Bihar,MADHEPURA,Dinesh Chandra Yadav,JD(U),Arrow,1,GENERAL,Graduate Professional,37420953,700000,1.0,67.0,623460.0,874.0,624334.0,33.12322303,54.40098566,1884883.0,MALE
1304,Bihar,MADHEPURA,Sharad Yadav,RJD,Hurricane Lamp,3,GENERAL,Graduate Professional,81533690,0,0.0,71.0,322410.0,397.0,322807.0,17.12610279,28.12760314,1884883.0,MALE
1305,Bihar,MADHEPURA,Rajesh Ranjan @ Pappu Yadav,JAPL,HOCKEY & BALL,31,GENERAL,Graduate,119543561,17695194,0.0,51.0,97466.0,165.0,97631.0,5.179684893,8.507021292,1884883.0,MALE
1307,Bihar,MADHEPURA,Suman Kumar Jha,IND,COCONUT FARM,0,GENERAL,Post Graduate,11276322,0,0.0,57.0,17573.0,11.0,17584.0,0.9328961,1.532171773,1884883.0,MALE
1308,Bihar,MADHUBANI,ASHOK KUMAR YADAV,BJP,Lotus,1,GENERAL,Doctorate,46699125,7892847,1.0,49.0,594811.0,1032.0,595843.0,33.23536729,61.76420588,1792798.0,MALE
1309,Bihar,MADHUBANI,BADRI KUMAR PURBEY,VSIP,Boat with Man and Sail,Not Available,GENERAL,Not Available,0,0,0.0,46.0,140705.0,198.0,140903.0,7.85939074,14.605797,1792798.0,MALE
1310,Bihar,MADHUBANI,DR. SHAKEEL AHMAD,IND,Helicopter,1,GENERAL,Graduate Professional,26802196,0,0.0,63.0,131416.0,114.0,131530.0,7.336576681,13.63420565,1792798.0,MALE
1311,Bihar,MADHUBANI,HEMA JHA,IND,Bat,0,GENERAL,10th Pass,10874083,0,0.0,57.0,14254.0,0.0,14254.0,0.795070053,1.4775486,1792798.0,FEMALE
1312,Bihar,MADHUBANI,ABUBAKAR RAHMANI,IND,Almirah,0,GENERAL,Post Graduate,757606,0,0.0,30.0,12491.0,1.0,12492.0,0.696787926,1.294902281,1792798.0,MALE
1313,Bihar,MADHUBANI,ANAND KUMAR JHA,AKBMP,DIAMOND,0,GENERAL,Post Graduate,189200,0,0.0,39.0,10109.0,18.0,10127.0,0.564871224,1.049749872,1792798.0,MALE
1314,Tamil Nadu,MADURAI,VENKATESAN S,CPI(M),"Hammer, Sickle and Star",0,GENERAL,12th Pass,1811456,0,1.0,49.0,444152.0,2923.0,447075.0,29.04921684,43.95490413,1539026.0,MALE
1315,Tamil Nadu,MADURAI,RAJ SATYEN V.V.R,AIADMK,Two Leaves,0,GENERAL,Post Graduate,32239213,8700000,0.0,36.0,307033.0,647.0,307680.0,19.99186498,30.2500585,1539026.0,MALE
1316,Tamil Nadu,MADURAI,DAVID ANNADURAI K,IND,Gift Pack,3,GENERAL,Graduate Professional,28787054,330000,0.0,42.0,85318.0,429.0,85747.0,5.571510813,8.430355454,1539026.0,MALE
1317,Tamil Nadu,MADURAI,ALAGAR M,MNM,Battery Torch,0,GENERAL,Graduate Professional,6297227,4676374,0.0,52.0,84842.0,206.0,85048.0,5.526092477,8.361632135,1539026.0,MALE
1318,Tamil Nadu,MADURAI,PANDIAMMAL J,NTK,Ganna Kisan,0,GENERAL,Post Graduate,175000,0,0.0,38.0,42721.0,180.0,42901.0,2.787542251,4.217881434,1539026.0,FEMALE
1320,Telangana,MAHABUBABAD,Kavitha Malothu,TRS,Car,1,ST,Graduate,19731269,1252068,1.0,39.0,461824.0,285.0,462109.0,32.44270334,46.97628461,1424385.0,FEMALE
1321,Telangana,MAHABUBABAD,Balaram Naik Porika,INC,Hand,1,ST,10th Pass,43570110,33600000,0.0,55.0,315262.0,184.0,315446.0,22.1461192,32.06706875,1424385.0,MALE
1322,Telangana,MAHABUBABAD,Arun Kumar Mypathi,TJS,BOX,1,ST,Post Graduate,0,0,0.0,33.0,56969.0,104.0,57073.0,4.00685208,5.801829203,1424385.0,MALE
1323,Telangana,MAHABUBABAD,Kalluri. Venkateswara Rao.,CPI(M),Ears of Corn And Sickle,0,ST,10th Pass,676200,0,0.0,45.0,45694.0,25.0,45719.0,3.209736132,4.647623733,1424385.0,MALE
1324,Telangana,MAHABUBABAD,Jatothu Hussain,BJP,Lotus,0,ST,Graduate,29043582,9000000,0.0,37.0,25333.0,154.0,25487.0,1.789333642,2.590913758,1424385.0,MALE
1325,Telangana,MAHABUBABAD,Balu Nayak Bhukya,IND,Camera,0,ST,Post Graduate,2750000,1025000,0.0,38.0,14865.0,1.0,14866.0,1.0436785,1.511222346,1424385.0,MALE
1327,Telangana,MAHABUBABAD,Uke Kousalya,IND,Scissors,0,ST,5th Pass,596000,0,0.0,49.0,11054.0,4.0,11058.0,0.77633505,1.124115209,1424385.0,FEMALE
1328,Uttar Pradesh,MAHARAJGANJ,PANKAJ CHOUDHARY,BJP,Lotus,5,GENERAL,12th Pass,371827109,4483048,1.0,54.0,725557.0,792.0,726349.0,37.92137237,59.18634251,1915408.0,MALE
1329,Bihar,MAHARAJGANJ,"Janardan Singh 'Sigriwal""",BJP,Lotus,5,GENERAL,Graduate,10451986,376000,1.0,55.0,543523.0,2829.0,546352.0,30.22246217,56.1519195,1807768.0,MALE
1330,Bihar,MAHARAJGANJ,Randhir Kumar Singh,RJD,Hurricane Lamp,3,GENERAL,12th Pass,39112311,6266511,0.0,36.0,314803.0,777.0,315580.0,17.45688606,32.43407685,1807768.0,MALE
1331,Uttar Pradesh,MAHARAJGANJ,AKHILESH,SP,Bicycle,4,GENERAL,Graduate,82263380,0,0.0,55.0,385592.0,333.0,385925.0,20.14844879,31.4469893,1915408.0,MALE
1332,Uttar Pradesh,MAHARAJGANJ,SUPRIYA SHRINATE,INC,Hand,0,GENERAL,Post Graduate,85042997,7395000,0.0,41.0,72449.0,67.0,72516.0,3.785929682,5.908945718,1915408.0,FEMALE
1333,Bihar,MAHARAJGANJ,Anirudh Prasad alias Sadhu Yadav,BSP,Elephant,5,GENERAL,Graduate,79825395,22404267,0.0,51.0,24913.0,126.0,25039.0,1.385078174,2.573410388,1807768.0,MALE
1335,Bihar,MAHARAJGANJ,M.K. Singh Rathour,IND,Cauliflower,0,GENERAL,Graduate Professional,35623127,1547000,0.0,47.0,20495.0,2.0,20497.0,1.13382912,2.106601411,1807768.0,MALE
1336,Bihar,MAHARAJGANJ,Dr. Shree Bhagwan Singh,IND,Whistle,1,GENERAL,Graduate Professional,13459000,950000,0.0,67.0,13135.0,2.0,13137.0,0.726697231,1.350169426,1807768.0,MALE
1337,Chhattisgarh,MAHASAMUND,CHUNNI LAL SAHU,BJP,Lotus,0,GENERAL,Graduate,17591683,1383014,1.0,51.0,614924.0,1656.0,616580.0,37.64337273,50.42497876,1637951.0,MALE
1338,Chhattisgarh,MAHASAMUND,DHANENDRA SAHU,INC,Hand,0,GENERAL,12th Pass,92123717,106791,0.0,66.0,525229.0,840.0,526069.0,32.11750535,43.02283264,1637951.0,MALE
1340,Chhattisgarh,MAHASAMUND,DEVENDAR SINGH THAKUR (RAJPUT),IND,Glass Tumbler,1,GENERAL,12th Pass,3775400,0,0.0,33.0,15488.0,3.0,15491.0,0.945754788,1.266880771,1637951.0,MALE
1341,Telangana,MAHBUBNAGAR,MANNE SRINIVAS REDDY,TRS,Car,0,GENERAL,12th Pass,63353123,4569251,1.0,60.0,411241.0,161.0,411402.0,27.31567981,41.77658268,1506102.0,MALE
1342,Telangana,MAHBUBNAGAR,ARUNA D.K,BJP,Lotus,2,GENERAL,10th Pass,788398644,51670191,0.0,59.0,333121.0,452.0,333573.0,22.14810152,33.87329185,1506102.0,FEMALE
1343,Telangana,MAHBUBNAGAR,CHALLA VAMSHI CHAND REDDY,INC,Hand,4,GENERAL,12th Pass,15759063,1722846,0.0,38.0,193513.0,118.0,193631.0,12.85643336,19.6626207,1506102.0,MALE
1345,Gujarat,MAHESANA,SHARDABEN ANILBHAI PATEL,BJP,Lotus,0,GENERAL,12th Pass,440308300,7477793,1.0,71.0,656686.0,2839.0,659525.0,39.99862936,60.80381533,1648869.0,FEMALE
1346,Gujarat,MAHESANA,A. J. Patel,INC,Hand,0,GENERAL,Graduate Professional,698773712,96220673,0.0,73.0,376193.0,1813.0,378006.0,22.92516871,34.84963727,1648869.0,MALE
1348,Uttar Pradesh,MAINPURI,MULAYAM SINGH YADAV,SP,Bicycle,1,GENERAL,Post Graduate,205604593,22055657,1.0,79.0,523145.0,1781.0,524926.0,30.46164309,53.65909507,1723236.0,MALE
1349,Uttar Pradesh,MAINPURI,PREM SINGH SHAKYA,BJP,Lotus,0,GENERAL,Others,26146972,0,0.0,60.0,428559.0,1978.0,430537.0,24.98421574,44.01044302,1723236.0,MALE
1350,Kerala,MALAPPURAM,P.K. Kunhalikutty,IUML,Ladder,2,GENERAL,Graduate,52932535,0,1.0,67.0,589153.0,720.0,589873.0,43.03933329,57.00363066,1370544.0,MALE
1351,Kerala,MALAPPURAM,V.P. Sanu,CPI(M),"Hammer, Sickle and Star",9,GENERAL,Post Graduate,5438969,0,0.0,30.0,329103.0,617.0,329720.0,24.05760049,31.86319276,1370544.0,MALE
1352,Kerala,MALAPPURAM,Unnikrishnan,BJP,Lotus,0,GENERAL,Graduate Professional,12100000,0,0.0,54.0,82087.0,245.0,82332.0,6.007249676,7.956327751,1370544.0,MALE
1353,Kerala,MALAPPURAM,Abdul Majeed Faizy,SDPI,Auto- Rickshaw,2,GENERAL,10th Pass,1203908,0,0.0,48.0,19095.0,11.0,19106.0,1.394044992,1.846348904,1370544.0,MALE
1354,West Bengal,MALDAHA DAKSHIN,ABU HASEM KHAN CHOWDHURY (DALU),INC,Hand,0,GENERAL,Doctorate,270959520,728107,1.0,72.0,443540.0,730.0,444270.0,28.19705634,34.70921743,1575590.0,MALE
1355,West Bengal,MALDAHA DAKSHIN,SREERUPA MITRA CHAUDHURY,BJP,Lotus,1,GENERAL,Post Graduate,10132939,2840000,0.0,54.0,434003.0,2045.0,436048.0,27.67522008,34.06686214,1575590.0,FEMALE
1356,West Bengal,MALDAHA DAKSHIN,MD. MOAZZEM HOSSAIN,AITC,Flowers and Grass,0,GENERAL,Graduate Professional,13573609,0,0.0,63.0,350374.0,979.0,351353.0,22.29977342,27.44994637,1575590.0,MALE
1357,West Bengal,MALDAHA UTTAR,KHAGEN MURMU,BJP,Lotus,4,ST,Graduate,10232439,1070914,1.0,59.0,507798.0,1726.0,509524.0,30.22168445,37.5930652,1685955.0,MALE
1358,West Bengal,MALDAHA UTTAR,MAUSAM NOOR,AITC,Flowers and Grass,2,GENERAL,Graduate Professional,14786683,386896,0.0,39.0,424517.0,719.0,425236.0,25.22226275,31.37423296,1685955.0,FEMALE
1359,West Bengal,MALDAHA UTTAR,ISHA KHAN CHOUDHURY,INC,Hand,0,GENERAL,Graduate,8613504,354254,0.0,47.0,304964.0,306.0,305270.0,18.10665172,22.52305095,1685955.0,MALE
1360,West Bengal,MALDAHA UTTAR,BISWANATH GHOSH,CPI(M),"Hammer, Sickle and Star",1,GENERAL,Graduate,10978779,0,0.0,69.0,50315.0,86.0,50401.0,2.989462945,3.718623812,1685955.0,MALE
1361,Telangana,MALKAJGIRI,ANUMULA REVANTH REDDY,INC,Hand,42,GENERAL,Graduate,245357182,27807304,1.0,51.0,602907.0,841.0,603748.0,19.16469887,38.61155274,3150313.0,MALE
1362,Telangana,MALKAJGIRI,RAJASHEKAR REDDY MARRI,TRS,Car,0,GENERAL,12th Pass,567940114,91408506,0.0,50.0,592485.0,344.0,592829.0,18.81809839,37.91324891,3150313.0,MALE
1363,Telangana,MALKAJGIRI,RAMCHANDER RAO NARAPARAJU,BJP,Lotus,1,GENERAL,Post Graduate,25940000,6100000,0.0,59.0,303851.0,431.0,304282.0,9.658786286,19.45977542,3150313.0,MALE
1364,Telangana,MALKAJGIRI,MAHENDER REDDY BONGUNOORI,JnP,Glass Tumbler,0,GENERAL,10th Pass,139714395,40743724,0.0,43.0,28413.0,7.0,28420.0,0.902132582,1.817546938,3150313.0,MALE
1366,Himachal Pradesh,MANDI,RAM SWAROOP SHARMA,BJP,Lotus,0,GENERAL,10th Pass,15724337,783963,1.0,60.0,638441.0,8748.0,647189.0,50.50395564,68.62008932,1281462.0,MALE
1367,Himachal Pradesh,MANDI,AASHRAY SHARMA,INC,Hand,0,GENERAL,Others,48523665,16286033,0.0,32.0,240184.0,1546.0,241730.0,18.86361047,25.6301238,1281462.0,MALE
1368,Himachal Pradesh,MANDI,DALEEP SINGH KAITH,CPI(M),"Hammer, Sickle and Star",1,GENERAL,Post Graduate,4303590,934823,0.0,48.0,14742.0,96.0,14838.0,1.157896215,1.573241951,1281462.0,MALE
1369,Madhya Pradesh,MANDLA,FAGGAN SINGH KULASTE,BJP,Lotus,0,ST,Post Graduate,26702373,1000075,1.0,59.0,735365.0,1901.0,737266.0,37.78396293,48.57045544,1951267.0,MALE
1370,Madhya Pradesh,MANDLA,KAMAL SINGH MARAVI,INC,Hand,1,ST,Graduate,3182853,0,0.0,58.0,638372.0,1220.0,639592.0,32.77829226,42.13577561,1951267.0,MALE
1371,Madhya Pradesh,MANDLA,DADA RAMGULAM UIKEY,GGP,Saw,0,ST,8th Pass,15377000,282000,0.0,57.0,48782.0,143.0,48925.0,2.507345227,3.223137284,1951267.0,MALE
1373,Madhya Pradesh,MANDLA,CHANDRA SINGH KUSHRAM,BSCP,FLUTE,0,ST,12th Pass,2120000,0,0.0,43.0,15707.0,2.0,15709.0,0.805066657,1.034895526,1951267.0,MALE
1374,Madhya Pradesh,MANDLA,BHARAT SINGH POOSAM,IND,Helicopter,0,ST,Post Graduate,2313900,294000,0.0,40.0,15626.0,0.0,15626.0,0.80081301,1.029427556,1951267.0,MALE
1375,Madhya Pradesh,MANDSOUR,Sudheer Gupta,BJP,Lotus,1,GENERAL,Post Graduate,90908944,799283,1.0,59.0,845944.0,1842.0,847786.0,48.14572301,61.81293223,1760875.0,MALE
1376,Madhya Pradesh,MANDSOUR,Meenakshi Natarajan,INC,Hand,0,GENERAL,Post Graduate,6759260,0,0.0,45.0,470528.0,524.0,471052.0,26.75101867,34.34487636,1760875.0,FEMALE
1377,Karnataka,MANDYA,SUMALATHA AMBAREESH,IND,Man Blowing Turha,0,GENERAL,10th Pass,234154139,14232295,1.0,55.0,702167.0,1493.0,703660.0,41.10153948,51.00382569,1712004.0,FEMALE
1378,Karnataka,MANDYA,NIKHIL KUMARASWAMY,JD(S),A lady farmer carrying paddy on her head,0,GENERAL,Graduate,740087761,353629176,0.0,31.0,576545.0,1239.0,577784.0,33.74898657,41.87987724,1712004.0,MALE
1379,Karnataka,MANDYA,M.L. SHASHIKUMAR,IND,Sitar,0,GENERAL,10th Pass,660000,1160000,0.0,36.0,18323.0,0.0,18323.0,1.070266191,1.328117412,1712004.0,MALE
1380,Assam,MANGALDOI,DILIP SAIKIA,BJP,Lotus,0,GENERAL,Graduate,6206286,0,1.0,45.0,732740.0,2729.0,735469.0,40.85400978,48.8223396,1800237.0,MALE
1381,Assam,MANGALDOI,BHUBANESWAR KALITA,INC,Hand,0,GENERAL,Post Graduate,126699173,0,0.0,67.0,595845.0,1079.0,596924.0,33.15807863,39.6253632,1800237.0,MALE
1382,Assam,MANGALDOI,PRODEEP KUMAR DAIMARY,UPPL,Tractor Chalata Kisan,0,ST,Post Graduate,1035500,0,0.0,55.0,103402.0,468.0,103870.0,5.769795866,6.895159979,1800237.0,MALE
1384,Uttar Pradesh,MATHURA,HEMA MALINI,BJP,Lotus,0,GENERAL,Doctorate,2508270292,131288062,1.0,70.0,667342.0,3951.0,671293.0,37.13123509,60.78763045,1807893.0,FEMALE
1385,Uttar Pradesh,MATHURA,KUNWAR NARENDRA SINGH,RLD,Hand Pump,2,GENERAL,Graduate,216820285,5708000,0.0,66.0,377319.0,503.0,377822.0,20.89847131,34.2129355,1807893.0,MALE
1386,Uttar Pradesh,MATHURA,MAHESH PATHAK,INC,Hand,0,GENERAL,Graduate,356953188,0,0.0,63.0,27970.0,114.0,28084.0,1.553410517,2.543091934,1807893.0,MALE
1387,West Bengal,MATHURAPUR,CHOUDHURY MOHAN JATUA,AITC,Flowers and Grass,0,SC,Post Graduate,10667304,0,1.0,80.0,726463.0,365.0,726828.0,43.99429573,51.84152283,1652096.0,MALE
1388,West Bengal,MATHURAPUR,SHYAMAPRASAD HALDER,BJP,Lotus,0,SC,Post Graduate,3592432,400000,0.0,46.0,522267.0,587.0,522854.0,31.64791877,37.29293255,1652096.0,MALE
1389,West Bengal,MATHURAPUR,DR. SARAT CHANDRA HALDAR,CPI(M),"Hammer, Sickle and Star",0,SC,Graduate Professional,6853079,0,0.0,42.0,92372.0,45.0,92417.0,5.593924324,6.591708101,1652096.0,MALE
1390,West Bengal,MATHURAPUR,KRITTIBAS SARDAR,INC,Hand,0,SC,10th Pass,844789,258300,0.0,63.0,32299.0,25.0,32324.0,1.956544898,2.305532236,1652096.0,MALE
1391,Maharashtra,MAVAL,SHRIRANG APPA CHANDU BARNE,SHS,Bow and Arrow,3,GENERAL,8th Pass,1023310134,416612,1.0,55.0,718950.0,1713.0,720663.0,31.35935215,52.62403465,2298080.0,MALE
1392,Maharashtra,MAVAL,PARTH AJIT PAWAR,NCP,Clock,0,GENERAL,Graduate,201239333,93613295,0.0,29.0,503375.0,1375.0,504750.0,21.96398733,36.85770116,2298080.0,MALE
1393,Maharashtra,MAVAL,RAJARAM NARAYAN PATIL,VBA,Cup & Saucer,0,GENERAL,Others,6525572,534788,0.0,47.0,75713.0,191.0,75904.0,3.302931143,5.542638829,2298080.0,MALE
1395,Kerala,MAVELIKKARA,KODIKUNNIL SURESH,INC,Hand,1,SC,Post Graduate,12965129,982819,1.0,56.0,437997.0,2418.0,440415.0,33.66824605,45.29340985,1308102.0,MALE
1396,Kerala,MAVELIKKARA,CHITTAYAM GOPAKUMAR,CPI(M),Ears of Corn And Sickle,0,SC,10th Pass,3725488,953336,0.0,53.0,376497.0,2780.0,379277.0,28.9944515,39.00582089,1308102.0,MALE
1397,Kerala,MAVELIKKARA,THAZHAVA SAHADEVAN,BDJS,Pot,0,SC,10th Pass,4926063,400000,0.0,64.0,132323.0,1223.0,133546.0,10.20914271,13.73421367,1308102.0,MALE
1398,Tamil Nadu,MAYILADUTHURAI,RAMALINGAM. S,DMK,Rising Sun,0,GENERAL,Graduate,13355095,215000,1.0,74.0,595845.0,3447.0,599292.0,40.3606579,54.59126601,1484842.0,MALE
1399,Tamil Nadu,MAYILADUTHURAI,ASAIMANI. S,AIADMK,Two Leaves,0,GENERAL,Post Graduate,17159486,354102,0.0,64.0,337448.0,530.0,337978.0,22.76188308,30.78740731,1484842.0,MALE
1400,Tamil Nadu,MAYILADUTHURAI,SENTHAMIZHAN. S,IND,Gift Pack,2,GENERAL,12th Pass,6270000,0,0.0,39.0,68928.0,102.0,69030.0,4.648979487,6.288145166,1484842.0,MALE
1401,Tamil Nadu,MAYILADUTHURAI,SUBHASHINI. K,NTK,Ganna Kisan,0,GENERAL,Graduate,525600,57500,0.0,27.0,40929.0,127.0,41056.0,2.765007994,3.739911458,1484842.0,FEMALE
1402,Tamil Nadu,MAYILADUTHURAI,REFAYUDEEN. M,MNM,Battery Torch,0,GENERAL,8th Pass,8606404,6100000,0.0,46.0,16954.0,51.0,17005.0,1.145239696,1.549035326,1484842.0,MALE
1403,Odisha,MAYURBHANJ,BISHWESWAR TUDU,BJP,Lotus,1,ST,10th Pass,2742000,400000,1.0,54.0,480253.0,3559.0,483812.0,32.40090945,42.00876449,1493205.0,MALE
1404,Odisha,MAYURBHANJ,DR DEBASHIS MARNDI,BJD,Conch,0,ST,Graduate Professional,11842615,632703,0.0,41.0,457676.0,880.0,458556.0,30.7095141,39.81581897,1493205.0,MALE
1405,Odisha,MAYURBHANJ,ANJANI SOREN,JMM,Bow & Arrow,0,ST,12th Pass,28247881,7196331,0.0,47.0,135265.0,287.0,135552.0,9.077922991,11.76980324,1493205.0,FEMALE
1407,Odisha,MAYURBHANJ,PARBATI PURTY,IND,Pot,0,ST,Post Graduate,10673347,1000000,0.0,47.0,13905.0,32.0,13937.0,0.933361461,1.210131519,1493205.0,FEMALE
1408,Telangana,MEDAK,Kotha Prabhakar Reddy,TRS,Car,0,GENERAL,Graduate,1266581773,268266203,1.0,53.0,595830.0,218.0,596048.0,37.17590646,51.81534706,1603318.0,MALE
1409,Telangana,MEDAK,Anil Kumar Gali,INC,Hand,1,GENERAL,10th Pass,121568484,38100000,0.0,46.0,279442.0,179.0,279621.0,17.440146,24.30787313,1603318.0,MALE
1410,Telangana,MEDAK,Madavaneni Raghunandan Rao,BJP,Lotus,0,GENERAL,Graduate Professional,126488701,6900000,0.0,54.0,201243.0,324.0,201567.0,12.57186659,17.52252178,1603318.0,MALE
1411,Telangana,MEDAK,Thummalapally Pruthviraj,IND,BOX,0,GENERAL,12th Pass,10428157,100000,0.0,49.0,18813.0,0.0,18813.0,1.173379205,1.635442321,1603318.0,MALE
1413,Telangana,MEDAK,Gajabhinkar Bansilal,IND,Camera,0,GENERAL,5th Pass,510000,30000,0.0,61.0,14711.0,0.0,14711.0,0.917534762,1.278849305,1603318.0,MALE
1414,Telangana,MEDAK,Bangaru Krishna,IND,Road Roller,0,SC,12th Pass,51000,0,0.0,33.0,13997.0,1.0,13998.0,0.873064483,1.216867145,1603318.0,MALE
1415,West Bengal,MEDINIPUR,Dilip Ghosh,BJP,Lotus,14,GENERAL,10th Pass,4536462,0,1.0,54.0,683285.0,2148.0,685433.0,40.94004668,48.60120497,1674236.0,MALE
1416,West Bengal,MEDINIPUR,Manas Ranjan Bhunia,AITC,Flowers and Grass,0,GENERAL,Graduate Professional,67663831,2600000,0.0,67.0,595972.0,509.0,596481.0,35.62705616,42.29398839,1674236.0,MALE
1417,West Bengal,MEDINIPUR,Biplab Bhatta,CPI(M),Ears of Corn And Sickle,3,GENERAL,8th Pass,5306513,775323,0.0,50.0,62232.0,87.0,62319.0,3.722235097,4.418781256,1674236.0,MALE
1418,West Bengal,MEDINIPUR,Sambhunath Chattapadhyay,INC,Hand,2,GENERAL,Graduate,3548014,0,0.0,64.0,20769.0,38.0,20807.0,1.242775809,1.475337884,1674236.0,MALE
1420,Uttar Pradesh,MEERUT,RAJENDRA AGARWAL,BJP,Lotus,3,GENERAL,Post Graduate,13489377,1990094,1.0,68.0,582976.0,3208.0,586184.0,30.96700302,48.16868539,1892931.0,MALE
1421,Uttar Pradesh,MEERUT,HAJI MOHAMMAD YAQOOB,BSP,Elephant,6,GENERAL,8th Pass,89793968,0,0.0,60.0,580597.0,858.0,581455.0,30.71717881,47.78008776,1892931.0,MALE
1422,Uttar Pradesh,MEERUT,HARENDRA AGARWAL,INC,Hand,1,GENERAL,Graduate,115801988,3686064,0.0,68.0,34301.0,178.0,34479.0,1.821461004,2.833253899,1892931.0,MALE
1423,Uttar Pradesh,MIRZAPUR,Anupriya Singh Patel,ADAL,Cup & Saucer,2,GENERAL,Post Graduate,26900662,1805603,1.0,37.0,590867.0,697.0,591564.0,32.06048289,53.3392723,1845150.0,FEMALE
1424,Uttar Pradesh,MIRZAPUR,Ramcharitra Nishad,SP,Bicycle,0,SC,12th Pass,26572962,0,0.0,54.0,359208.0,348.0,359556.0,19.48654581,32.41991634,1845150.0,MALE
1425,Uttar Pradesh,MIRZAPUR,Lalitesh Pati Tripathi,INC,Hand,3,GENERAL,Graduate,79195975,2723790,0.0,41.0,91392.0,109.0,91501.0,4.959000623,8.25032753,1845150.0,MALE
1427,Uttar Pradesh,MIRZAPUR,Radheshyam Inshan,BRPI,Glass Tumbler,0,SC,8th Pass,586200,0,0.0,64.0,14136.0,6.0,14142.0,0.766441753,1.275135047,1845150.0,MALE
1428,Uttar Pradesh,MISRIKH,Ashok Kumar Rawat,BJP,Lotus,0,SC,Post Graduate,48771207,5735470,1.0,52.0,533562.0,867.0,534429.0,29.74119221,52.01852865,1796932.0,MALE
1429,Uttar Pradesh,MISRIKH,Dr Neelu Satyarthi,BSP,Elephant,0,SC,Doctorate,39928000,300000,0.0,44.0,433110.0,647.0,433757.0,24.13875428,42.21964177,1796932.0,FEMALE
1430,Uttar Pradesh,MISRIKH,Manjari Rahi,INC,Hand,1,SC,Post Graduate,54872128,1350000,0.0,53.0,26446.0,59.0,26505.0,1.47501408,2.579858319,1796932.0,FEMALE
1431,Mizoram,MIZORAM,C LALROSANGA,MNF,Star,0,ST,Graduate,131201374,0,1.0,62.0,223509.0,777.0,224286.0,28.30235821,44.82609069,792464.0,MALE
1432,Mizoram,MIZORAM,LALNGHINGLOVA HMAR,IND,Triangle,0,ST,Post Graduate,13891235,6000000,0.0,41.0,215202.0,944.0,216146.0,27.27518222,43.19921974,792464.0,MALE
1433,Mizoram,MIZORAM,NIRUPAM CHAKMA,BJP,Lotus,0,ST,Graduate Professional,15655480,1016188,0.0,59.0,27989.0,718.0,28707.0,3.62249894,5.737418232,792464.0,MALE
1434,Mizoram,MIZORAM,TBC LALVENCHHUNGA,PRISMP,DIAMOND,0,ST,10th Pass,7724713,2145065,0.0,36.0,13211.0,112.0,13323.0,1.681212017,2.66275205,792464.0,MALE
1435,Mizoram,MIZORAM,LAL HRIATRENGA CHHANGTE,IND,Tyres,0,ST,Graduate Professional,13499370,2500000,0.0,54.0,12467.0,208.0,12675.0,1.599441741,2.53324193,792464.0,MALE
1436,Uttar Pradesh,MOHANLALGANJ,Kaushal Kishore,BJP,Lotus,1,SC,Graduate,55530561,0,1.0,59.0,627223.0,2776.0,629999.0,31.13518573,49.583576,2023431.0,MALE
1437,Uttar Pradesh,MOHANLALGANJ,C. L. Verma,BSP,Elephant,1,SC,Post Graduate,83407710,6808934,0.0,49.0,537448.0,2347.0,539795.0,26.67721311,42.4841411,2023431.0,MALE
1438,Uttar Pradesh,MOHANLALGANJ,R. K. Chaudhary,INC,Hand,0,SC,Graduate Professional,9185305,0,0.0,60.0,59640.0,429.0,60069.0,2.96867054,4.72768342,2023431.0,MALE
1439,Uttar Pradesh,MORADABAD,Dr. S.T. HASAN,SP,Bicycle,0,GENERAL,Post Graduate,55795546,500000,1.0,60.0,648817.0,599.0,649416.0,33.15141513,50.64600531,1958939.0,MALE
1440,Uttar Pradesh,MORADABAD,KUNWAR SARVESH KUMAR,BJP,Lotus,3,GENERAL,10th Pass,102903614,600000,0.0,67.0,549729.0,1809.0,551538.0,28.15493489,43.01279377,1958939.0,MALE
1441,Uttar Pradesh,MORADABAD,IMRAN PRATAPGARHI,INC,Hand,0,GENERAL,Post Graduate,31547689,10034039,0.0,32.0,59117.0,81.0,59198.0,3.02194198,4.6166744,1958939.0,MALE
1442,Madhya Pradesh,MORENA,NARENDRA SINGH TOMAR,BJP,Lotus,1,GENERAL,Graduate,23062224,6689767,1.0,61.0,537856.0,3833.0,541689.0,29.47609623,47.56940602,1837723.0,MALE
